id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
873075585217543400,Apartment with direct access to the beach,491663354,Stl Apartamentos,POBLATS DEL SUD,EL PERELLONET,39.30597704032111,-0.29097851271968267,Entire home/apt,95,1,6,2023-08-14,0.44,11,93,2,NA
873111375808967400,Les Tendetes,125037312,Claudia,CAMPANAR,LES TENDETES,39.4837501,-0.3861362,Entire home/apt,50,30,2,2024-04-26,0.39,30,136,2,NA
873980449234579100,"Pintor 31, Apart 5",477505643,Kreft,L'OLIVERETA,NOU MOLES,39.4694215,-0.3997941,Entire home/apt,125,1,7,2024-03-17,0.87,11,252,7,NA
876738919535583400,Apartamento en Avenida del Cid / Nou Moles,123160301,Place Your Place,L'OLIVERETA,NOU MOLES,39.4693754,-0.4013641,Entire home/apt,1148,30,2,2024-03-23,0.27,51,0,2,NA
8.7685057994730406e+17,Relaxing deck close to the beach,285580979,Adrian,POBLATS MARITIMS,BETERO,39.475409312210466,-0.33473122601418176,Entire home/apt,124,4,6,2023-08-29,0.5,2,24,6,NA
877356854869226600,Apartamento confortable y luminoso,20594030,María,ALGIROS,LA VEGA BAIXA,39.47794,-0.35263,Entire home/apt,230,2,9,2024-03-31,0.82,1,94,9,NA
8.7743430152504794e+17,Ático con terraza y altillo,3377963,Alicia,EXTRAMURS,LA PETXINA,39.473561,-0.3884606,Entire home/apt,160,4,6,2024-05-06,0.52,2,54,6,NA
878727149149330200,Valencia&Roll apartment,393585645,Fernando,ALGIROS,CIUTAT JARDI,39.474188158305935,-0.3451436385512352,Entire home/apt,350,4,3,2023-08-26,0.28,1,25,3,NA
878819696567928800,The Green Apartment I by Florit Flats,454992347,Cano Florit,L'OLIVERETA,NOU MOLES,39.47292962901109,-0.3968107583916403,Entire home/apt,194,1,1,2023-12-22,0.16,18,163,1,VT-52407-V
878820160299826e3,The Green Apartment Ii by Florit Flats,454992347,Cano Florit,L'OLIVERETA,NOU MOLES,39.47136911078382,-0.39746748059731946,Entire home/apt,162,1,2,2023-05-13,0.14,18,173,0,VT-54004-V
878820294284583e3,The Green Apartment Iii by Florit Flats,454992347,Cano Florit,L'OLIVERETA,NOU MOLES,39.4713768725431,-0.3959733707803425,Entire home/apt,162,1,2,2023-05-28,0.14,18,174,0,VT-54005-V
878820494292655100,The Green Apartment Iv by Florit Flats,454992347,Cano Florit,L'OLIVERETA,NOU MOLES,39.47319839715081,-0.39713736625440954,Entire home/apt,166,1,3,2023-10-23,0.22,18,178,2,VT-54006-V
878820905822692500,The Green Apartment V by Florit Flats,454992347,Cano Florit,L'OLIVERETA,NOU MOLES,39.47145647972051,-0.3977683768210202,Entire home/apt,177,1,1,2023-05-13,0.07,18,175,0,VT-54007-V
879030207490918100,"Espacioso, céntrico y agradable",475268712,Marieta,QUATRE CARRERES,MONT-OLIVET,39.45697,-0.3677,Entire home/apt,111,3,2,2023-10-15,0.19,1,331,2,NA
879411426399734900,Miracle,83066665,SingularStays,CIUTAT VELLA,LA SEU,39.473986725648665,-0.3769856659902798,Entire home/apt,95,1,1,2024-06-04,1,112,243,1,NA
880531563324852200,Ca Reina,30101735,Valentina,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.472459119152,-0.3271664822155959,Entire home/apt,58,28,5,2024-04-19,0.49,3,106,5,NA
881149833699424400,Fantástico Apartamento con Vistas para Temporada.,23071733,Joan,CAMINS AL GRAU,PENYA-ROJA,39.45554167129202,-0.3428793277829488,Entire home/apt,86,21,9,2024-06-03,0.69,10,84,8,NA
881172070236728300,Industrial Style Ruzafa,123160301,Place Your Place,QUATRE CARRERES,MONT-OLIVET,39.4586449,-0.3685462,Entire home/apt,109,5,3,2023-10-28,0.23,51,44,1,VT-52438-V
882307612941192600,Loft practico y cómodo -recre_4,505330483,Favio,BENICALAP,BENICALAP,39.49317,-0.39324,Entire home/apt,55,3,8,2023-09-30,0.71,15,188,8,NA
882355474074504300,Cozy House Valencia (Mestalla),132274452,Alejandra,ALGIROS,L'AMISTAT,39.47257558521779,-0.35241722075037857,Entire home/apt,45,32,4,2024-04-20,0.47,2,192,4,NA
882534661803617e3,Bonito apartamento bien ubicado.,452485724,Cindy,POBLATS MARITIMS,EL GRAU,39.45820266533821,-0.3375320631168672,Entire home/apt,102,2,9,2023-08-24,0.73,1,58,8,NA
883766560803826300,Tranquilidad frente al mar,39020897,Maria,POBLATS DEL SUD,EL PERELLONET,39.29859580188611,-0.2894419805693872,Entire home/apt,150,5,2,2023-06-18,0.15,1,199,0,NA
883831559419608400,Fishing Charter,474510409,Jorge,POBLATS MARITIMS,EL GRAU,39.428411320478624,-0.3330762114676246,Entire home/apt,1200,1,0,NA,NA,1,364,0,NA
883987747826017900,Penthouse-Apartment-Ensuite with Shower,513127788,Bernd,CIUTAT VELLA,EL CARME,39.47951,-0.37496,Entire home/apt,108,1,5,2024-05-18,0.39,1,325,4,NA
884156473125191e3,3-Bedrooms Apartment nearCityofArts&Oceanografic,501837131,Lyubov,CAMINS AL GRAU,LA CREU DEL GRAU,39.460935575243006,-0.3452119528035739,Entire home/apt,116,5,10,2024-06-09,1.67,12,59,10,NA
884529215972155600,Apartamento céntrico y acogedor,434771578,Laura,QUATRE CARRERES,MONT-OLIVET,39.45978,-0.36242,Entire home/apt,189,1,0,NA,NA,3,363,0,NA
884529469266719e3,Apartamento céntrico para dos personas.,434771578,Laura,QUATRE CARRERES,MONT-OLIVET,39.46100661497541,-0.3618880215049386,Entire home/apt,140,2,5,2024-05-17,0.37,3,356,4,NA
884639945527924600,Apartment-office On the ground floor,154659186,Julian Ignacio,EXTRAMURS,EL BOTANIC,39.47389470249516,-0.3847976138954779,Entire home/apt,50,32,0,NA,NA,17,92,0,NA
885170508996932200,Sunny Penthouse @ Cabanyal’s Market,16524246,Cyril,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.467110847914235,-0.33276893198490143,Entire home/apt,95,28,6,2024-05-20,0.51,1,296,6,NA
885284247902394e3,Marin Beach Apartment Malvarrosa,310502571,Cristian,POBLATS MARITIMS,LA MALVA-ROSA,39.479335000000006,-0.327365,Entire home/apt,400,3,2,2023-07-16,0.17,1,110,2,NA
885552385959442600,"Alojamiento Temporal Playa Malvarrosa, Universidad",418851221,Daniela,POBLATS MARITIMS,BETERO,39.47197,-0.33533,Entire home/apt,50,30,7,2024-04-21,0.69,2,231,7,NA
885961609747532e3,Apartamento en Valencia Ciudad de Las Ciencias,154659186,Julian Ignacio,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45676616348166,-0.3593007906029504,Entire home/apt,65,32,5,2024-04-15,0.53,17,47,5,NA
886150647876068400,Estudio individual con cocina,465692074,Ute Residencial Universitaria,CAMINS AL GRAU,ALBORS,39.4658319,-0.3519277,Entire home/apt,45,28,1,2023-09-01,0.1,11,45,1,NA
886234688799524e3,Casa Art Decó,14523688,Carmen,CIUTAT VELLA,EL MERCAT,39.471931901380984,-0.3772091120481491,Entire home/apt,225,3,7,2024-04-04,0.65,2,64,7,NA
886284394607387300,Piso con encanto y practico _Aguilar,505330483,Favio,CAMINS AL GRAU,AIORA,39.464349500244886,-0.34205040848103085,Entire home/apt,140,7,0,NA,NA,15,7,0,NA
886704423273775500,Acogedor loft ideal para parejas recre_9,505330483,Favio,BENICALAP,BENICALAP,39.49433375303918,-0.39076666011490846,Entire home/apt,40,7,3,2023-10-01,0.25,15,201,3,NA
88680590526968e4,TheUrbanFlat,513739963,Susana,CAMINS AL GRAU,AIORA,39.4662457,-0.3470914,Entire home/apt,194,3,2,2023-08-22,0.18,1,27,2,NA
886840527458001900,Nice for nomads 3 bdrm apartment. Monthly Rental,513750786,Ana María,QUATRE CARRERES,MONT-OLIVET,39.45944533603754,-0.3652917802729145,Entire home/apt,154,1,6,2024-03-15,0.52,1,322,6,NA
886865235523285800,Apartamento en Benimaclet 6 pax,214440330,Alejandro,BENIMACLET,BENIMACLET,39.4835846,-0.3594798,Entire home/apt,139,5,4,2023-08-29,0.34,29,16,4,NA
886895755733181400,Sueca,125037312,Claudia,L'EIXAMPLE,RUSSAFA,39.4619378,-0.3756286,Entire home/apt,65,30,2,2024-01-03,0.2,30,42,2,NA
887351097580373e3,"Ruzafa L, Beautiful  apartment with patio",367530379,John,L'EIXAMPLE,RUSSAFA,39.4612721,-0.3754423,Entire home/apt,95,31,5,2024-05-12,0.47,2,188,5,NA
887712713226259100,TwinFlats 2,184195335,Maria,EXTRAMURS,ARRANCAPINS,39.46499951388804,-0.3858530665310369,Entire home/apt,238,2,5,2024-05-19,0.5,2,329,5,NA
88784288733152e4,2-Bedrooms Apartment in the best area,513997824,Yana,CAMINS AL GRAU,LA CREU DEL GRAU,39.46122,-0.34743,Entire home/apt,151,5,3,2023-05-25,0.22,8,42,0,NA
888260145267230300,"Ruzafa R, Appartement met patio op begane grond",367530379,John,L'EIXAMPLE,RUSSAFA,39.4612721,-0.3754423,Entire home/apt,95,31,6,2024-04-13,0.55,2,283,6,NA
888917627369609700,Estudio individual con cocina,465692074,Ute Residencial Universitaria,CAMINS AL GRAU,ALBORS,39.4658319,-0.3519277,Entire home/apt,45,28,2,2024-04-15,0.2,11,49,2,NA
888928004216837500,Estudio individual con cocina,465692074,Ute Residencial Universitaria,CAMINS AL GRAU,ALBORS,39.4658319,-0.3519277,Entire home/apt,45,28,0,NA,NA,11,61,0,NA
889260973042371e3,Style 3-bd apt city sunset view!,514317264,Katerina,QUATRE CARRERES,LA FONTETA S.LLUIS,39.44749642819924,-0.36822337145647693,Entire home/apt,190,28,5,2023-09-18,0.41,2,179,4,NA
890394828993700500,Sweat Apartment on the Beach,514531557,Raya,POBLATS MARITIMS,LA MALVA-ROSA,39.48033,-0.32784,Entire home/apt,260,1,5,2023-08-31,0.46,1,361,5,NA
890509790257150700,Apartamento Valencia. Cerca centro ciudad y playa.,79516682,Lourdes,CAMINS AL GRAU,ALBORS,39.46939161576179,-0.350935198366642,Entire home/apt,144,4,1,2023-08-15,0.1,2,34,1,NA
890858704354495600,Vista a la piscina y la hípica,51132582,Johnny,LA SAIDIA,TRINITAT,39.48412,-0.36539,Entire home/apt,200,3,9,2023-08-21,0.77,1,162,9,NA
891151421307138e3,Coqueto apartamento en el centro,214087309,David,EXTRAMURS,ARRANCAPINS,39.46731144994352,-0.3848765417933464,Entire home/apt,106,28,8,2024-04-24,0.61,10,28,7,NA
891348469795051800,Casa Mediterranea en Valencia,7617037,Paloma,POBLATS DEL NORD,CARPESA,39.5050238,-0.3762411,Entire home/apt,320,2,1,2023-12-30,0.17,1,172,1,NA
893378526634112500,Excelente ubicación para Verano!,5946580,Nahuel,ALGIROS,L'AMISTAT,39.47027293861976,-0.35032715114716734,Entire home/apt,95,4,3,2023-09-01,0.27,51,61,3,NA
893410116933369200,Moderno y espacioso piso!,5946580,Nahuel,BENIMACLET,CAMI DE VERA,39.48893,-0.35728,Entire home/apt,109,4,7,2023-08-24,0.59,51,63,7,NA
893899580936445600,dama ibérica III,95084340,Amparo,BENICALAP,BENICALAP,39.4920003,-0.3948722,Entire home/apt,101,3,3,2023-08-31,0.24,2,188,2,NA
894025275178438900,GuestReady - Valencia Bliss near Malvarrosa Beach,514517480,GuestReady,QUATRE CARRERES,MALILLA,39.45572,-0.37865,Entire home/apt,90,1,4,2024-05-21,0.37,1,357,4,NA
894212154736088300,Casa Rosario appartement proche plage luxe,30518189,Lorraine,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46517,-0.33113,Entire home/apt,176,6,7,2024-06-08,0.56,1,33,5,NA
894578965354870500,Piso muy centrico.,5946580,Nahuel,CIUTAT VELLA,SANT FRANCESC,39.469479100788554,-0.37722329742745586,Entire home/apt,128,4,1,2023-08-17,0.1,51,99,1,NA
894580429050419200,Luminoso y espacioso,5946580,Nahuel,CAMINS AL GRAU,AIORA,39.46790329568787,-0.34729773593709046,Entire home/apt,106,4,6,2023-08-21,0.51,51,172,6,NA
895344410049478e3,Charming Abode,21627822,Marcos,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46742269123712,-0.3261055093200982,Entire home/apt,180,5,9,2024-06-07,0.78,1,259,9,NA
895612520757700100,Apartamento cómodo y espacioso,175663560,Jose Fco,JESUS,SANT MARCEL.LI,39.4433654,-0.3924166,Entire home/apt,125,2,10,2023-12-03,0.77,1,328,6,NA
896338416899731e3,Moderno Loft con Piscina y Parking,174393126,María,PATRAIX,VARA DE QUART,39.46229979462463,-0.4128629224113832,Entire home/apt,135,6,1,2023-08-04,0.09,2,66,1,NA
896720323956062800,Apartamento en el centro,38544588,Aleksandra,EXTRAMURS,EL BOTANIC,39.473370080860825,-0.38606396452133984,Entire home/apt,116,40,7,2023-09-21,0.62,1,62,7,NA
896809569186672600,Estudio individual con cocina,465692074,Ute Residencial Universitaria,CAMINS AL GRAU,ALBORS,39.4658319,-0.3519277,Entire home/apt,45,28,3,2024-04-20,0.27,11,38,3,NA
897589594969512300,Bright & Nice close to the beach. Seasonal rent,516127294,Ana,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47163564908488,-0.32887011896335905,Entire home/apt,114,1,9,2024-05-25,0.78,2,263,9,NA
897748796642067200,"Apartamento playa Malvarrosa, barrio Cabanyal",45799394,Ana,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4742734,-0.3298593,Entire home/apt,180,3,6,2023-08-27,0.51,2,37,6,NA
898667627754368400,Our Stylish Apartment 2 for long stays,4096931,Jose,L'EIXAMPLE,RUSSAFA,39.463773813314056,-0.36990194100036566,Entire home/apt,100,28,6,2024-06-05,0.72,7,199,6,NA
899044766446309500,Precioso Loft junto a los Jardines del Río Turia!,432981976,Joan,L'OLIVERETA,NOU MOLES,39.470801287861256,-0.40155934456304465,Entire home/apt,92,1,10,2024-06-14,0.88,21,190,10,NA
899192507939870300,Luz y diseño en Ruzafa,4738718,Gabriel Adrian,L'EIXAMPLE,RUSSAFA,39.46115,-0.3734,Entire home/apt,97,20,4,2024-05-18,0.55,1,78,4,NA
899281734092597400,Agradable apartamento lado playa,507843976,Maximo,ALGIROS,L'AMISTAT,39.47252069622659,-0.34916620143113763,Entire home/apt,320,7,1,2024-05-16,0.77,13,365,1,NA
899654475199872600,Piso bonito cerca de la playa,5946580,Nahuel,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46514,-0.32991,Entire home/apt,120,4,1,2023-08-09,0.09,51,105,1,NA
899920487421909900,12 huéspedes playa malvarrosa 6 minutos andando,109490685,Maria Jose,POBLATS MARITIMS,LA MALVA-ROSA,39.47775933055811,-0.3280928358435631,Entire home/apt,336,3,0,NA,NA,4,68,0,NA
900143991830003600,"Vintage,spacious, great location",14144350,Maria,CIUTAT VELLA,EL CARME,39.47611,-0.38399,Entire home/apt,72,30,3,2024-05-17,0.3,2,358,3,NA
901353175728398800,Sol de Llevant - Cabanyal,55778756,Miguel,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4723526,-0.3262759,Entire home/apt,62,60,2,2024-05-31,0.32,1,145,2,ALQUILER MÍNIMO DE 2 MESES. NO ES ALQUILER TURÍSTICO
901870696688505500,Loft de lujo a estrenar ( Apartamento n.2),154578593,Antonio,CAMINS AL GRAU,AIORA,39.4677190847347,-0.3485037699857329,Entire home/apt,117,1,7,2024-05-10,0.61,2,102,7,VT-51967-V
901884303600709400,"Spacious. bright,great for nomads.",517094310,Judit,L'EIXAMPLE,RUSSAFA,39.45961,-0.37339,Entire home/apt,144,1,5,2024-01-05,0.46,1,48,5,NA
902232330966265e3,"Carbonell 1, Apart B",477724353,Petra,LA SAIDIA,TORMOS,39.4913504,-0.375653,Entire home/apt,130,1,3,2023-11-29,0.24,5,284,2,NA
902576412431975e3,"Estudio con baño, sofácama, balcón privado",517282184,Noelia,EXTRAMURS,LA PETXINA,39.47365624245888,-0.3905650044888395,Entire home/apt,153,7,5,2023-08-28,0.45,3,63,5,NA
902737596827228500,Amazing flat with terrace,500202925,Laura,ALGIROS,CIUTAT JARDI,39.472647201836246,-0.34380600091205443,Entire home/apt,104,1,6,2023-12-03,0.47,2,176,4,NA
902751199024293600,Near River Park in Valencia,101962696,Esperanza,L'OLIVERETA,NOU MOLES,39.47346,-0.39608,Entire home/apt,44,31,1,2023-12-03,0.15,1,164,1,NA
902829279987199700,"Apartamento 8 pax, Sauna, Wifi, AC, cerca de Playa",486015813,Carlos,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.463253321439474,-0.3338298068308117,Entire home/apt,273,4,8,2024-06-04,0.63,3,48,6,VT-50528-V
90286872629726e4,Apartamento 12pax con sauna,486015813,Carlos,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46328668326139,-0.3321076726990961,Entire home/apt,337,4,2,2023-10-03,0.22,3,20,2,NA
902899168877660400,"Magnífica vivienda, en la playa.",517368247,Estefania,POBLATS MARITIMS,LA MALVA-ROSA,39.4760988,-0.3287631,Entire home/apt,200,4,5,2023-08-20,0.42,1,29,5,NA
903336078815915400,Casa de playa en plena costa,118650821,Mdolores,POBLATS DEL SUD,EL PERELLONET,39.3012,-0.29303,Entire home/apt,250,28,0,NA,NA,1,358,0,NA
903398745607424100,Tranquilo y luminoso apartamento,214087309,David,BENICALAP,BENICALAP,39.48765993829529,-0.392478386444657,Entire home/apt,90,28,4,2024-04-19,0.37,10,156,4,NA
903475983178087700,Spectacular penthouse. Downtown,9181964,Maite,CIUTAT VELLA,EL MERCAT,39.47219145609956,-0.37698472489343215,Entire home/apt,280,4,9,2023-09-18,0.84,1,88,9,NA
903508301523823900,Coqueto Loft recre_6,505330483,Favio,BENICALAP,BENICALAP,39.49259,-0.39285,Entire home/apt,60,7,4,2024-06-14,0.36,15,294,4,NA
903613583874345600,Casa familiar,46702206,Emma,ALGIROS,CIUTAT JARDI,39.47367809151906,-0.344037227332592,Entire home/apt,86,1,3,2023-12-03,0.29,1,21,3,NA
904166840195318400,apartamento por meses,72009114,Ciutat Vella,RASCANYA,TORREFIEL,39.49443,-0.37792,Entire home/apt,118,7,7,2024-02-22,0.58,10,242,7,VT-51602-V
905212340052736800,Apartamento tranquilo en  playa,503568377,Marisol,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46754,-0.33078,Entire home/apt,120,4,3,2023-09-12,0.27,2,12,3,NA
905754536210187800,Apartamento cerca de la playa.,518037771,Nicolas,POBLATS MARITIMS,NATZARET,39.4463,-0.33331,Entire home/apt,94,3,9,2024-06-08,0.76,1,209,9,NA
906249499373150800,Cómodo Apartamento con Piscina,59742883,Mauricio,PATRAIX,VARA DE QUART,39.46148677058977,-0.4135962948203087,Entire home/apt,120,5,10,2023-10-29,0.87,1,119,10,NA
906950256436076500,Gran apartamento en Valencia,214440330,Alejandro,RASCANYA,TORREFIEL,39.494400425769655,-0.37296279134909144,Entire home/apt,110,5,3,2023-08-30,0.27,29,26,3,NA
907039490867506700,GuestReady - Tranquil Haven in Canyamelar,518331880,Javier,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.466517762604006,-0.328985605421036,Entire home/apt,72,1,4,2023-12-03,0.35,3,327,4,NA
907293244194241e3,Cómodo apartamento en Valencia,274588175,Rocío,BENIMACLET,BENIMACLET,39.485357,-0.3634651,Entire home/apt,110,5,4,2023-08-21,0.36,4,80,4,NA
907308549096851200,Precioso apartamento en Valencia,274588175,Rocío,BENIMACLET,BENIMACLET,39.486955063239776,-0.3632921766516617,Entire home/apt,130,5,1,2023-07-23,0.09,4,107,1,NA
907347419220232700,Espectacular apartamento,274588175,Rocío,EL PLA DEL REAL,MESTALLA,39.474681,-0.3541787,Entire home/apt,160,5,0,NA,NA,4,69,0,NA
907582747986688800,Ubicación inmejorable,5946580,Nahuel,CIUTAT VELLA,LA SEU,39.47666,-0.37492,Entire home/apt,140,6,3,2023-08-24,0.27,51,110,3,NA
907723356686494700,"Salom 5, Apart D",518069614,Kozakevych,JESUS,LA RAIOSA,39.4576183,-0.3854686,Entire home/apt,130,1,9,2024-06-06,0.76,5,331,9,NA
907894079420323500,Ruzafa guest house,35979333,Elena,L'EIXAMPLE,RUSSAFA,39.46269,-0.3697,Entire home/apt,120,2,0,NA,NA,1,351,0,NA
9.0794218324107994e+17,Apartamento cerca de la playa,518335658,Alejandro,POBLATS MARITIMS,BETERO,39.4753232,-0.3344985,Entire home/apt,152,4,3,2023-08-24,0.28,1,36,3,NA
908277643307583900,8 personas a 6 minutos a pie a playa malvarrosa,109490685,Maria Jose,POBLATS MARITIMS,LA MALVA-ROSA,39.479812823286814,-0.3268818616479973,Entire home/apt,187,3,2,2023-09-17,0.17,4,68,2,NA
908423090015259500,Elegante planta baja con patio,24910925,Carmen,POBLATS MARITIMS,NATZARET,39.44822683698393,-0.33424748937804255,Entire home/apt,68,31,4,2024-03-06,0.35,11,0,4,NA
908632069835902700,Living in the heart of Cabanyal,59700048,Jose,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46915424021943,-0.3293418728972723,Entire home/apt,75,2,7,2024-06-06,0.74,4,82,7,NA
908647985654160400,Beautiful apartment with terrace,290704552,Tom,L'OLIVERETA,NOU MOLES,39.47182476624778,-0.3965007193762807,Entire home/apt,63,28,7,2024-06-19,0.62,1,164,7,NA
908780907101644900,Casa Albufera junior,91972362,Marila,POBLATS DEL SUD,EL PALMAR,39.31239,-0.31663,Entire home/apt,80,2,10,2024-05-17,0.96,7,278,10,NA
908793276503939e3,casa Albufera boutique,91972362,Marila,POBLATS DEL SUD,EL PALMAR,39.31296205862971,-0.3167784467646081,Entire home/apt,93,2,4,2023-07-13,0.32,7,259,2,NA
908897830500356e3,BRAND NEW Cosy modern apartment in Valencia!,518815519,Julien,BENIMACLET,BENIMACLET,39.48848175020424,-0.3664967624718919,Entire home/apt,104,26,5,2024-05-23,0.56,1,223,5,NA
909096606612924800,unique 2-bedroom apt in Ruzafa,38264988,Paul,L'EIXAMPLE,RUSSAFA,39.46198738546512,-0.3684714809060097,Entire home/apt,170,5,0,NA,NA,1,116,0,NA
909134123475534e3,The Old Town Apartment by Florit Flats,42125633,Florit,CIUTAT VELLA,LA XEREA,39.47484605367245,-0.37225019737836634,Entire home/apt,166,1,4,2024-04-29,0.36,18,249,4,NA
909180278255006800,Casa con patio en el cabanyal,518868412,Francisco Javier,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4724171,-0.3310092,Entire home/apt,145,3,6,2023-09-11,0.53,2,70,6,NA
909295677977103700,"Piso céntrico, 3 habitaciones y 2 baños",3425339,M. Andrea,EL PLA DEL REAL,MESTALLA,39.47514544538172,-0.35564417988757135,Entire home/apt,139,4,1,2023-08-13,0.1,4,80,1,NA
909399472874714400,Apartamento playa (Perellonet),118405664,Mireia,POBLATS DEL SUD,EL PERELLONET,39.287948311251654,-0.28232093900442123,Entire home/apt,132,2,2,2024-06-02,1.22,1,191,2,NA
909554636708917800,Apartamento Ciudad de las Artes,154659186,Julian Ignacio,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45601698183088,-0.3581932203495295,Entire home/apt,70,32,1,2023-08-05,0.09,17,46,1,NA
909901526695306400,Apartamento Río,149566633,M. Cruz,CAMPANAR,LES TENDETES,39.48247,-0.38423,Entire home/apt,124,32,3,2024-04-01,0.4,1,109,3,NA
909925371679976300,"Super House 200m2,4 Pax, 2 Rooms,2BTH,AC",519043517,Cool Loft,L'EIXAMPLE,RUSSAFA,39.46313,-0.37778,Entire home/apt,150,1,0,NA,NA,1,101,0,NA
910095137705770100,Bonito estudio muy bien ubicado,30328495,Nuria,QUATRE CARRERES,MONT-OLIVET,39.458352460480846,-0.3630154458746189,Entire home/apt,99,2,8,2023-09-04,0.7,1,35,8,NA
910135856084712800,3-bedrooms Apartment near CityofArts &Oceanografic,501837131,Lyubov,CAMINS AL GRAU,LA CREU DEL GRAU,39.46097702054782,-0.3453978281028376,Entire home/apt,116,5,10,2024-06-03,0.8,12,70,8,NA
910594394328359400,"Salom 5, Apart E",518069614,Kozakevych,JESUS,LA RAIOSA,39.45722397630697,-0.3863999538523071,Entire home/apt,130,1,3,2024-04-21,0.31,5,255,3,NA
910625497243818100,3 bedroom in Malva-Rosa,519197871,Alina,POBLATS MARITIMS,LA MALVA-ROSA,39.4808618,-0.3287854,Entire home/apt,47,15,0,NA,NA,3,146,0,NA
910704557974876900,"Home, Sweet Home",85161066,Vita,CAMINS AL GRAU,ALBORS,39.4673225269867,-0.35504337368011507,Entire home/apt,103,8,4,2023-09-02,0.35,2,13,4,NA
910840197734321e3,Deluxe Home Valencia,112777619,Cutulescu,QUATRE CARRERES,LA PUNTA,39.43063269890007,-0.3426587613769505,Entire home/apt,450,1,0,NA,NA,1,365,0,NA
911679982304513e3,Apartamento amplio en Valencia,171833623,Salvador,L'OLIVERETA,NOU MOLES,39.47124183761088,-0.39353448116362816,Entire home/apt,141,4,1,2023-11-07,0.13,1,45,1,NA
911739427094158100,"Salom 5, Apart A",518069614,Kozakevych,JESUS,LA RAIOSA,39.458862943293006,-0.38654360392395026,Entire home/apt,130,1,7,2024-05-12,0.61,5,328,7,NA
912186572570322e3,Apartamento Superior Citizentral,400264625,Citizentral,CIUTAT VELLA,SANT FRANCESC,39.47168642394831,-0.37517920345215694,Entire home/apt,220,2,8,2024-06-04,0.98,4,275,8,NA
912200435504878500,-Aguamarina.,12055632,Isidro,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46736,-0.3263,Entire home/apt,80,31,5,2024-03-21,0.49,4,249,5,NA
912286299262445e3,Tourist Apartment Lux Center,519611891,Tehmine,BENICALAP,BENICALAP,39.4915783290077,-0.3835197127877853,Entire home/apt,183,1,1,2023-07-14,0.09,2,303,1,NA
912340248315577500,Apartamento cerca de la playa,519630480,Raquel,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4639667,-0.3287245,Entire home/apt,360,1,0,NA,NA,1,70,0,NA
912805249631593500,Buenos Aires 21 · Ba 21 Green-Ruzafa Center,12044109,Invalencia Flats,L'EIXAMPLE,RUSSAFA,39.4613888,-0.3768769,Entire home/apt,119,1,0,NA,NA,25,117,0,NA
912817605362719600,LUMEN MARE by SH,224474491,Lumen Mare,CAMINS AL GRAU,AIORA,39.46599,-0.3378,Entire home/apt,140,1,1,2024-04-21,0.47,1,176,1,NA
912823724464765800,La luna de Valencia (terraza),498052487,Gabriel,LA SAIDIA,SANT ANTONI,39.4867681,-0.3751665,Entire home/apt,87,5,9,2023-08-28,0.73,1,102,8,NA
912858608917094100,Apartamento Plus Citizentral,400264625,Citizentral,CIUTAT VELLA,LA SEU,39.4769,-0.37691,Entire home/apt,189,1,0,NA,NA,4,234,0,NA
912868172955906200,4 bedroom flat near beach,14505249,Sophie,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47349287745786,-0.33365605196340414,Entire home/apt,140,7,2,2023-07-22,0.17,9,55,2,NA
912884162068786300,5 bedroom flat near amenities,14505249,Sophie,ALGIROS,CIUTAT JARDI,39.47223745553216,-0.34780819393932405,Entire home/apt,120,7,2,2023-08-31,0.18,9,55,2,NA
912953562199187200,Acogedor estudio con gran balcón,1475373,Marta,PATRAIX,PATRAIX,39.45955,-0.38943,Entire home/apt,78,7,9,2024-06-03,1.48,9,96,9,NA
912967452101779100,The tiny garden house,62519211,Lena,POBLATS DEL SUD,CASTELLAR-L'OLIVERAL,39.43178,-0.36422,Entire home/apt,45,28,4,2024-05-26,0.51,1,80,4,NA
912972698650947600,"Exclusivo Ático en Beteró, Valencia",486725094,Isakiwo,POBLATS MARITIMS,BETERO,39.47233,-0.33707,Entire home/apt,168,5,1,2023-08-20,0.1,2,45,1,NA
