id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1033414139966892800,Suite Familiar en Valencia,522205233,Monte,RASCANYA,TORREFIEL,39.49447386607386,-0.3756309673190117,Entire home/apt,400,5,1,2023-12-03,0.15,21,118,1,NA
1033789486829903900,Precioso Loft,505330483,Favio,CAMINS AL GRAU,AIORA,39.4639351030081,-0.3431630994574311,Entire home/apt,104,2,9,2024-05-17,1.84,15,98,9,NA
1033864499490615300,Stylish Home in Valencia City,103842584,Galina,CAMINS AL GRAU,AIORA,39.462852862147024,-0.33825914460153605,Entire home/apt,119,2,9,2024-06-02,2.76,2,53,9,NA
1033963779232604200,Exclusive LOFT in Ruzafa (SOHO),44450805,Sergio,EXTRAMURS,ARRANCAPINS,39.4603413445934,-0.3792287387452159,Entire home/apt,107,4,3,2024-05-29,0.45,29,84,3,NA
1034153039600055e3,"""Refugio Vacacional""",533107612,Neus,EXTRAMURS,ARRANCAPINS,39.465782388637216,-0.38693663875598583,Entire home/apt,130,1,3,2024-01-28,0.45,2,47,3,NA
1034573869102438900,limehome Valencia Palau | Studio disability access,418270816,Limehome,LA SAIDIA,MORVEDRE,39.4843716,-0.3768404,Entire home/apt,149,1,0,NA,NA,17,337,0,HV-1523
1034597057605446300,limehome Valencia Palau | Studio with sofa bed,418270816,Limehome,LA SAIDIA,MORVEDRE,39.4843716,-0.3768404,Entire home/apt,160,1,3,2024-05-13,0.86,17,360,3,HV-1523
1034604446338143200,limehome Valencia Palau | Studio +sofa bed&balcony,418270816,Limehome,LA SAIDIA,MORVEDRE,39.4843716,-0.3768404,Entire home/apt,172,1,4,2024-05-16,1.2,17,363,4,HV-1523
1034610319570021100,limehome Valencia Palau | Studio +sofa bed&terrace,418270816,Limehome,LA SAIDIA,MORVEDRE,39.4843716,-0.3768404,Entire home/apt,194,1,1,2024-04-21,0.48,17,336,1,HV-1523
1034705425758095100,SingularStays Benimaclet,543129726,Natalia,RASCANYA,SANT LLORENS,39.4879902,-0.3645686,Entire home/apt,82,1,0,NA,NA,25,310,0,NA
1.0347136738484401e+18,SingularStays Clero,543129726,Natalia,L'EIXAMPLE,RUSSAFA,39.4633419,-0.3731987,Entire home/apt,147,1,1,2024-04-12,0.42,25,291,1,NA
1034721041448086300,SingularStays Gran Via,543129726,Natalia,EXTRAMURS,LA PETXINA,39.4761022,-0.3909268,Entire home/apt,98,1,0,NA,NA,25,294,0,NA
1034761972096440300,SingularStays Santa Teresa,543129726,Natalia,CIUTAT VELLA,EL PILAR,39.4746791,-0.3813648,Entire home/apt,116,1,0,NA,NA,25,260,0,NA
1034770060412030200,SingularStays Tinglado,543129726,Natalia,POBLATS MARITIMS,EL GRAU,39.4610422,-0.3328214,Entire home/apt,108,1,0,NA,NA,25,322,0,NA
1034820302475334100,Luminoso y Céntrico Apartamento en Valencia,548561275,Silvia,CIUTAT VELLA,LA XEREA,39.4720453,-0.3737128,Entire home/apt,80,30,1,2024-05-31,1,1,144,1,NA
1035330566008478700,El SalerII-Vistas espectaculares. No turistas.,548661217,Dulce,POBLATS DEL SUD,EL SALER,39.3638273,-0.3199375,Entire home/apt,125,7,5,2024-05-10,0.89,3,2,5,NA
1035608408519726700,Apartamentos  cerca ciudad,3028247,Marian Ovidiu,JESUS,LA CREU COBERTA,39.44866552076945,-0.3848132975172517,Entire home/apt,85,2,0,NA,NA,2,304,0,NA
1036023142749527800,Marina Estudio,132595471,FlatsForYou,POBLATS MARITIMS,EL GRAU,39.460837988365405,-0.3363966082553073,Entire home/apt,132,1,2,2024-04-23,0.48,8,96,2,NA
1036036909904780200,"Cozy & Peaceful LOFT, 5 min. Ruzafa",298085271,Annalisa,QUATRE CARRERES,EN CORTS,39.45712169999999,-0.3705874,Entire home/apt,62,32,0,NA,NA,2,79,0,NA
1036395314903574800,Apartamento Ciudad de las Artes,522205233,Monte,CAMINS AL GRAU,CAMI FONDO,39.46496,-0.34944,Entire home/apt,150,1,6,2024-05-31,0.95,21,131,6,NA
1036821675220075300,Loft art studio,24257399,Chris,BENIMACLET,BENIMACLET,39.48582959002582,-0.3658627993807734,Entire home/apt,99,1,3,2024-05-26,0.92,2,98,3,NA
1036938317730332400,4 bedrooms and 2 bathrooms,548989953,Tim,JESUS,L'HORT DE SENABRE,39.455470696435896,-0.39090001715668904,Entire home/apt,90,31,5,2024-05-11,0.79,1,307,5,NA
1038559549641550100,Suite Familiar Ciutat vela,522205233,Monte,CIUTAT VELLA,SANT FRANCESC,39.470464173720515,-0.3766471892595291,Entire home/apt,150,1,4,2024-05-30,1.06,21,108,4,NA
1038560253724593400,suite histórica,522205233,Monte,CIUTAT VELLA,SANT FRANCESC,39.46988209199433,-0.37523144699521055,Entire home/apt,189,1,5,2024-04-17,0.84,21,109,5,NA
1038912323495952400,Autocaravana en Valencia,19272492,Alejandro,POBLATS MARITIMS,EL GRAU,39.46043944081753,-0.33249688664846166,Entire home/apt,133,2,0,NA,NA,1,279,0,NA
1039867998832169200,Short Season Valencia Centro,123160301,Place Your Place,EXTRAMURS,LA ROQUETA,39.46746518220111,-0.38237471133470535,Entire home/apt,85,28,0,NA,NA,51,85,0,NA
1039875821113104600,Torres Quart Luminoso Elegante,12524685,David,CIUTAT VELLA,EL PILAR,39.47454,-0.38337,Entire home/apt,80,15,2,2024-05-26,1.2,17,89,2,NA
1041020974408973400,Apartamento Estudio Plantabaja,499314941,Maritime Apartamentos,POBLATS MARITIMS,EL GRAU,39.4632915,-0.3356788,Entire home/apt,119,1,0,NA,NA,11,73,0,VT-51813-V
1041082673187819300,Apartamento 2 dormitorios Plantabaja,499314941,Maritime Apartamentos,POBLATS MARITIMS,EL GRAU,39.4632915,-0.3356788,Entire home/apt,154,1,0,NA,NA,11,70,0,VT-51813-V
1041211992826076e3,Apartamento  Mercado Ruzafa 6C,500343338,Cristobal,L'EIXAMPLE,RUSSAFA,39.463807076820274,-0.3709176555275917,Entire home/apt,68,30,5,2024-06-01,1.32,13,178,5,NA
1041862709522795800,Apartamento Almas Centro,123160301,Place Your Place,CIUTAT VELLA,SANT FRANCESC,39.4693912,-0.3784586,Entire home/apt,110,4,3,2024-04-10,0.5,51,40,3,VT-42004-V
104210609162171e4,Cómodo apartamento en Valencia,41271471,Jose,RASCANYA,TORREFIEL,39.493415957242306,-0.38167350903568953,Entire home/apt,95,20,1,2024-03-21,0.32,1,260,1,NA
1043199825655360300,Moderno loft en pleno centro,464453369,Jose Antonio,CIUTAT VELLA,EL MERCAT,39.47213,-0.37898,Entire home/apt,113,4,4,2024-05-05,0.69,4,104,4,NA
1043445141766927500,Sunny and beautiful apartment; & private terrace.,84522149,Luca,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46466401375516,-0.3321255966258106,Entire home/apt,45,1,0,NA,NA,1,38,0,NA
1043649433412528800,Ático Valencia con Jacuzzi,550406463,Manuel,CAMPANAR,LES TENDETES,39.485188915630246,-0.3869734247196204,Entire home/apt,224,1,8,2024-06-18,2.82,1,192,8,NA
1043706681514214100,Modern Apartment in LOFT-style near City Center,513997824,Yana,ALGIROS,L'AMISTAT,39.47078,-0.35197,Entire home/apt,91,5,10,2024-05-06,1.64,8,76,10,NA
1043987002927630800,"Eleganci@ Valencia: central apartment, fast WIFI",134125608,Fco Javier,EXTRAMURS,LA ROQUETA,39.46693,-0.38171,Entire home/apt,92,30,0,NA,NA,1,74,0,NA
1044712818994179800,Plaza de la Reina,261149179,Vacansis,CIUTAT VELLA,LA SEU,39.474823,-0.3746018,Entire home/apt,66,1,4,2024-06-16,1.11,6,241,4,NA
1045492405506138400,GuestReady - Superb retreat in Ruzafa,518331880,Javier,L'EIXAMPLE,RUSSAFA,39.46249,-0.37647,Entire home/apt,100,30,1,2024-06-15,1,3,342,1,NA
1.0456507194770639e+18,Valencia Opera. WIFI+A/C,14182776,Alberto,QUATRE CARRERES,MONT-OLIVET,39.4592573,-0.3613942,Entire home/apt,155,1,10,2024-05-30,1.69,70,205,10,VT-4107-V
1045724430291421700,Valentia Malva Rosa,161897366,Kerim,POBLATS MARITIMS,LA MALVA-ROSA,39.47764,-0.32641,Entire home/apt,176,2,0,NA,NA,2,98,0,NA
1045831056547430700,Valentina Cabañal,161897366,Kerim,POBLATS MARITIMS,BETERO,39.47381,-0.33608,Entire home/apt,158,2,0,NA,NA,2,134,0,NA
1046208830764835700,Ciudad Fallera studio,56308447,Mihail,BENICALAP,CIUTAT FALLERA,39.49793647691412,-0.39457604964549375,Entire home/apt,39,14,0,NA,NA,2,138,0,NA
1046339652289961100,Apartment B Cube by Mimood,550969833,Mimood.Es,JESUS,L'HORT DE SENABRE,39.45076432106886,-0.3936354460327096,Entire home/apt,137,3,5,2024-05-27,1.56,2,210,5,NA
1046500931856652700,Anfitrión cerca de la playa,379846908,Maria,ALGIROS,LA CARRASCA,39.47914,-0.33324,Entire home/apt,145,1,2,2024-06-09,2,4,89,2,NA
1047644633217098500,Bonito apartamento en Valencia.,531382680,Aguiles,LA SAIDIA,TORMOS,39.48959,-0.38176,Entire home/apt,85,1,3,2024-06-16,1.18,5,51,3,NA
1047660903012835700,3-bedroom Apartment between City and Beach,11069121,Jan,CAMINS AL GRAU,AIORA,39.4671219,-0.3458219,Entire home/apt,54,2,3,2024-03-03,0.63,1,52,3,NA
1049191752895750300,loft con terraza,72009114,Ciutat Vella,CIUTAT VELLA,EL MERCAT,39.472075859726246,-0.3776971043674055,Entire home/apt,97,2,7,2024-06-04,1.24,10,281,7,NA
1049341114904739600,Lujoso apartamento en el centro,91847018,Javier,CIUTAT VELLA,LA SEU,39.47533959215028,-0.3764601051807403,Entire home/apt,253,2,1,2024-06-02,1,1,129,1,NA
1049798983410842900,Cosy Studio Steps from Ruzafa,134221412,VLC Host,QUATRE CARRERES,MONT-OLIVET,39.45896,-0.36063,Entire home/apt,92,3,3,2024-04-12,1.02,151,160,3,NA
1049930568805152600,Casa Valencia capital 1,551527047,Pau,BENICALAP,BENICALAP,39.4922115084827,-0.39660068720020425,Entire home/apt,71,30,1,2024-06-06,1,4,7,1,NA
1049951459258319400,Apartamento Valencia capital 5,551527047,Pau,BENICALAP,BENICALAP,39.49506796586564,-0.3944367279612459,Entire home/apt,60,3,1,2024-02-07,0.22,4,35,1,NA
1050659809635056100,Historic Spain - 3/2 Apt Mercado Central,873551,Sam,CIUTAT VELLA,EL MERCAT,39.47396,-0.3786,Entire home/apt,205,4,6,2024-05-09,1.53,1,294,6,NA
1050705727177753700,Central Cozy Ground Floor Studio,64071263,Janet,EXTRAMURS,LA PETXINA,39.471746831497114,-0.38643810418128366,Entire home/apt,96,3,3,2024-05-27,1.84,2,200,3,NA
1051416640778387100,GuestReady - Relaxing home in Valencia's Old Town,551995610,GuestReady,CIUTAT VELLA,LA SEU,39.47774144184611,-0.3740564425418634,Entire home/apt,125,1,9,2024-06-07,1.56,1,227,9,NA
1056154570705797800,Central Valencia Ground Floor Studio,64071263,Janet,EXTRAMURS,ARRANCAPINS,39.47084,-0.38608,Entire home/apt,125,3,0,NA,NA,2,224,0,NA
1056281379373106200,Ático Reina Catalina,543129726,Natalia,CIUTAT VELLA,LA SEU,39.4746533,-0.3754405,Entire home/apt,329,1,1,2024-04-30,0.55,25,302,1,NA
1056287742871956e3,Loft nuevo junto a la playa y cerca del centro,553062382,Maria Laura,ALGIROS,L'ILLA PERDUDA,39.46782595701868,-0.33722938190412666,Entire home/apt,105,3,4,2024-03-30,0.77,1,131,4,VT-53588-V
1056290256650491e3,Baleares,543129726,Natalia,POBLATS MARITIMS,EL GRAU,39.45892903904169,-0.33440252327881836,Entire home/apt,85,1,1,2024-05-19,0.86,25,320,1,NA
1056301369197199600,Campanar,543129726,Natalia,BENICALAP,BENICALAP,39.48527826273218,-0.39511072883605,Entire home/apt,87,1,0,NA,NA,25,298,0,NA
1056334255106451300,Oceanográfico II,543129726,Natalia,CAMINS AL GRAU,PENYA-ROJA,39.4566327107266,-0.34383346931151637,Entire home/apt,114,1,0,NA,NA,25,178,0,NA
1056378203418080500,San Valero,543129726,Natalia,L'EIXAMPLE,RUSSAFA,39.463191752895035,-0.3715865153442443,Entire home/apt,119,1,0,NA,NA,25,311,0,NA
1056463363856023600,Alfarería II,543129726,Natalia,POBLATS MARITIMS,EL GRAU,39.463246707526984,-0.3353605932540926,Entire home/apt,99,1,0,NA,NA,25,323,0,NA
1056464738253674400,Flat - Terrace near the Nord Station,552004331,Valma,EXTRAMURS,LA ROQUETA,39.46427623775874,-0.38035055855270966,Entire home/apt,110,1,9,2024-06-11,1.55,1,338,9,VT-45161-V
1056468757198894200,Alfarería III,543129726,Natalia,POBLATS MARITIMS,EL GRAU,39.4631680188917,-0.33527476256561606,Entire home/apt,108,1,0,NA,NA,25,284,0,NA
1056473074288802700,Alfarería IV,543129726,Natalia,POBLATS MARITIMS,EL GRAU,39.463217716987515,-0.33528012698364584,Entire home/apt,108,1,0,NA,NA,25,234,0,NA
1056478713173429e3,Alfarería V,543129726,Natalia,POBLATS MARITIMS,EL GRAU,39.46318872643591,-0.3353284067459139,Entire home/apt,108,1,0,NA,NA,25,0,0,NA
1056520073682327800,Alfarería VI,543129726,Natalia,POBLATS MARITIMS,EL GRAU,39.46322600000001,-0.3353445,Entire home/apt,108,1,0,NA,NA,25,0,0,NA
1056528861379801300,Alfarería VII,543129726,Natalia,POBLATS MARITIMS,EL GRAU,39.46322600000001,-0.3353445,Entire home/apt,108,1,0,NA,NA,25,268,0,NA
1056537442105671400,Alfarería VIII,543129726,Natalia,POBLATS MARITIMS,EL GRAU,39.46322600000001,-0.3353445,Entire home/apt,103,1,0,NA,NA,25,267,0,NA
1056638527486078600,Apartamento nuevo cerca de la playa y céntrico,553172241,Andy Y Romina,POBLATS MARITIMS,BETERO,39.46962,-0.33529,Entire home/apt,126,3,2,2024-04-02,0.5,1,105,2,VT-53587-V
1056658729934007600,Piso con mucho encanto en Ruzafa - Mensual,257628148,Arturo,L'EIXAMPLE,RUSSAFA,39.46312527452855,-0.3745758533477783,Entire home/apt,120,28,3,2024-04-07,0.95,1,62,3,NA
1057001226433142300,"Moderno piso cerca de centro ciudad, a estrenar",553258109,Ana,L'OLIVERETA,NOU MOLES,39.47086754736112,-0.3928501281664441,Entire home/apt,163,4,5,2024-05-08,1.19,1,54,5,NA
1057019291718100600,Stylish 4 bedroom. Perfect for families and nomads,553261248,Karin,QUATRE CARRERES,MONT-OLIVET,39.45996317879631,-0.3620510203605874,Entire home/apt,180,1,2,2024-04-30,0.65,1,80,2,NA
1057090163982844e3,Apartamento cerca del Mercado Central,134222176,Mila,CIUTAT VELLA,EL MERCAT,39.47337545552307,-0.3796996102751467,Entire home/apt,106,1,0,NA,NA,5,85,0,NA
1057197526281980200,Piso nuevo al lado del mar,137782972,Lorenzo,POBLATS MARITIMS,LA MALVA-ROSA,39.47969478544039,-0.3275074437260628,Entire home/apt,240,2,1,2024-02-18,0.24,3,247,1,NA
1057742387953363200,Cozy and charming perfect for nomads people,553445457,Mercedes Y Pedro,CAMINS AL GRAU,CAMI FONDO,39.46413369314135,-0.35268305180559634,Entire home/apt,73,28,2,2024-06-03,1.15,1,310,2,NA
1057779362631825700,Apartamento 2 L,553125168,Eric,BENICALAP,BENICALAP,39.49065,-0.38601,Entire home/apt,119,1,10,2024-05-02,1.86,28,263,10,NA
1057802640161476400,Apartamento 3 L,553125168,Eric,BENICALAP,BENICALAP,39.49095696741368,-0.38738682393874774,Entire home/apt,119,1,2,2024-04-20,0.37,28,260,2,NA
1057806937672569600,Apartamento 4 L,553125168,Eric,BENICALAP,BENICALAP,39.49025124294489,-0.3872208484313217,Entire home/apt,119,1,7,2024-04-21,1.3,28,263,7,NA
1058738713247508400,Apartamento G20-2,553125168,Eric,BENICALAP,BENICALAP,39.490785398597005,-0.3959327537879986,Entire home/apt,119,1,7,2024-06-16,1.36,28,246,7,NA
1059140592007543200,Apartamento G20-1,553125168,Eric,BENICALAP,BENICALAP,39.491899600000004,-0.3957269,Entire home/apt,119,1,3,2024-05-09,0.56,28,259,3,NA
1059148095246501e3,Apartamento G10-1,553125168,Eric,BENICALAP,BENICALAP,39.4923836,-0.3947953,Entire home/apt,119,1,3,2024-04-18,0.68,28,246,3,NA
1059154051294656800,Apartamento G10-5,553125168,Eric,BENICALAP,BENICALAP,39.4923836,-0.3947953,Entire home/apt,119,1,0,NA,NA,28,222,0,NA
1059159058502350200,Apartamento G10-4,553125168,Eric,BENICALAP,BENICALAP,39.4923836,-0.3947953,Entire home/apt,119,1,1,2024-02-12,0.23,28,259,1,NA
1059198188031604200,Apartamento F66-1,553125168,Eric,BENICALAP,BENICALAP,39.4929543,-0.3947157,Entire home/apt,119,1,1,2024-03-30,0.35,28,230,1,NA
1059208165466732500,Apartamento F66-2,553125168,Eric,BENICALAP,BENICALAP,39.4929543,-0.3947157,Entire home/apt,119,1,1,2024-06-17,1,28,255,1,NA
1059211827629313e3,Apartamento F66-3,553125168,Eric,BENICALAP,BENICALAP,39.4929543,-0.3947157,Entire home/apt,119,1,0,NA,NA,28,244,0,NA
1.0592150187744881e+18,Apartamento F66-4,553125168,Eric,BENICALAP,BENICALAP,39.4929543,-0.3947157,Entire home/apt,119,1,5,2024-05-26,1.01,28,255,5,NA
1059217769661643500,Apartamento F66-5,553125168,Eric,BENICALAP,BENICALAP,39.4929543,-0.3947157,Entire home/apt,119,1,1,2024-04-25,0.51,28,256,1,NA
1059222721340260400,Apartamento F66-6,553125168,Eric,BENICALAP,BENICALAP,39.4929543,-0.3947157,Entire home/apt,119,1,0,NA,NA,28,245,0,NA
1059234919021267200,Apartamento F66-7,553125168,Eric,BENICALAP,BENICALAP,39.4929543,-0.3947157,Entire home/apt,119,1,0,NA,NA,28,246,0,NA
1059237793921379800,Apartamento F66-8,553125168,Eric,BENICALAP,BENICALAP,39.4929543,-0.3947157,Entire home/apt,119,1,4,2024-06-01,1.32,28,241,4,NA
1059389134718348300,Apartamento F113-9,553125168,Eric,BENICALAP,BENICALAP,39.4937641,-0.3959666,Entire home/apt,111,1,0,NA,NA,28,242,0,NA
1059410729456478200,Apartamento F113-11,553125168,Eric,BENICALAP,BENICALAP,39.4937641,-0.3959666,Entire home/apt,111,1,1,2024-05-08,0.65,28,260,1,NA
1059413335775700600,Apartamento F113-13,553125168,Eric,BENICALAP,BENICALAP,39.4937641,-0.3959666,Entire home/apt,111,1,4,2024-06-03,0.9,28,247,4,NA
1059424506150961800,Apartamento F113-14,553125168,Eric,BENICALAP,BENICALAP,39.4937641,-0.3959666,Entire home/apt,111,1,0,NA,NA,28,261,0,NA
1059428613894441600,Apartamento F113-15,553125168,Eric,BENICALAP,BENICALAP,39.4937641,-0.3959666,Entire home/apt,111,1,0,NA,NA,28,262,0,NA
1059857989859634200,Apartamento C-2 Mini piscina no climatizada,553125168,Eric,BENICALAP,BENICALAP,39.4899613,-0.3874197,Entire home/apt,119,1,0,NA,NA,28,252,0,NA
1059861590556617100,Apartamento C-3 Mini piscina no climatizada,553125168,Eric,BENICALAP,BENICALAP,39.4899613,-0.3874197,Entire home/apt,119,1,1,2024-05-26,1,28,257,1,NA
1059874139623142900,Apartamento P-1,553125168,Eric,LA SAIDIA,MARXALENES,39.48910559999999,-0.3866875,Entire home/apt,119,1,1,2024-02-11,0.23,28,229,1,NA
1059965428542857e3,Agradable velero en Club Náutico,47377163,Victor,POBLATS MARITIMS,EL GRAU,39.43012,-0.3352,Entire home/apt,87,2,0,NA,NA,1,253,0,NA
1060000046377225200,Apartamento en Valencia,446318585,Anna,QUATRE CARRERES,MONT-OLIVET,39.458906949560536,-0.36804045876710095,Entire home/apt,170,3,0,NA,NA,1,35,0,NA
1060144165627718700,Villa Casa Valencia,533789630,Vincent Hassisen,POBLATS MARITIMS,NATZARET,39.44547409770975,-0.33198488095092404,Entire home/apt,414,2,0,NA,NA,1,34,0,EGVT135720
1060730275055236600,Classical apartment in Ruzafa,282134097,Arantxa,L'EIXAMPLE,RUSSAFA,39.46110134765703,-0.36949589353718526,Entire home/apt,360,10,0,NA,NA,3,365,0,NA
1061102382962124500,Elegant studio in Valencia,442392183,Mariano,EL PLA DEL REAL,MESTALLA,39.474161099966985,-0.35395626146604525,Entire home/apt,101,2,1,2024-05-25,1,1,180,1,NA
1061490006365887700,"Loft with bathroom, kitchen and private terrace.",311202597,Jorge,POBLATS MARITIMS,EL GRAU,39.45966689999999,-0.3401112,Entire home/apt,55,29,0,NA,NA,12,89,0,NA
1061519029464503800,M Marzal 3B,554419322,Evi,EXTRAMURS,LA ROQUETA,39.46763683567546,-0.3810115811687851,Entire home/apt,141,1,2,2024-06-07,2,6,326,2,NA
1061553540789519400,Espacio mágico ! La mejor ubicación en Valencia,397119418,Cris,L'EIXAMPLE,EL PLA DEL REMEI,39.46927333985522,-0.3678200393915176,Entire home/apt,40,2,8,2024-06-21,2.89,1,180,8,NA
1062159422910898200,VLC Apartamento Estilo italiano,123160301,Place Your Place,QUATRE CARRERES,MONT-OLIVET,39.45898020000001,-0.3680222,Entire home/apt,172,4,0,NA,NA,51,55,0,VT/46848/V
1062202298015464300,Tossal I,543129726,Natalia,CIUTAT VELLA,EL MERCAT,39.47506927607615,-0.379892144180296,Entire home/apt,70,1,0,NA,NA,25,286,0,NA
1062216440396714e3,Tossal II,543129726,Natalia,CIUTAT VELLA,EL MERCAT,39.47515623284614,-0.37984922883605776,Entire home/apt,74,1,1,2024-05-19,0.83,25,336,1,NA
1062221073201918100,Tossal IV,543129726,Natalia,CIUTAT VELLA,EL MERCAT,39.47424,-0.38004,Entire home/apt,79,1,0,NA,NA,25,302,0,NA
1062246991468059400,Tossal III,543129726,Natalia,CIUTAT VELLA,EL MERCAT,39.47447381967769,-0.3790423249982371,Entire home/apt,79,1,0,NA,NA,25,296,0,NA
1062264271602882800,Modern & 5 minutes from beach with balcony,16920702,Oscar,POBLATS MARITIMS,LA MALVA-ROSA,39.47772214924749,-0.32758797815247687,Entire home/apt,56,30,2,2024-04-17,0.61,1,242,2,NA
1062926092995011800,Modern Apartment in LOFT-style near City Center,513997824,Yana,ALGIROS,L'AMISTAT,39.47290864476018,-0.3532663687799576,Entire home/apt,93,5,0,NA,NA,8,84,0,NA
1063146706377001e3,Estudio cómodo de una habitación.,351352697,Fernando,ALGIROS,L'AMISTAT,39.47138803582688,-0.35205216058498556,Entire home/apt,84,2,7,2024-03-25,1.67,1,268,7,NA
1064227157548361700,RMN Tourist Home,136550009,Rafa,JESUS,LA RAIOSA,39.45719,-0.38692,Entire home/apt,150,1,1,2024-03-23,0.33,2,154,1,NA
1064259884481677400,Penthouse with terrace in the Carmen area,555209240,Red Snapper,CIUTAT VELLA,EL CARME,39.47746513120725,-0.38171088862399144,Entire home/apt,65,1,0,NA,NA,1,331,0,B09655416
1064515322525214100,Apartamento 9pax en Ruzafa,214440330,Alejandro,QUATRE CARRERES,MONT-OLIVET,39.4579362,-0.3656135,Entire home/apt,229,5,0,NA,NA,29,14,0,NA
1065035890856209900,Apartamento 7pax en Benimaclet,214440330,Alejandro,BENIMACLET,BENIMACLET,39.4860729,-0.358379,Entire home/apt,122,5,0,NA,NA,29,15,0,NA
1065051441443119600,Ático con Terraza Tomasos,125037312,Claudia,L'EIXAMPLE,RUSSAFA,39.4621582,-0.3727963,Entire home/apt,71,30,3,2024-05-18,0.69,30,160,3,NA
1065055065148335500,Piso acogedor y coqueto en la Ciudad Fallera.,467476902,Maite,BENICALAP,CIUTAT FALLERA,39.502,-0.39229,Entire home/apt,150,4,0,NA,NA,1,296,0,NA
1065112517391234600,Loft Valencia Benimaclet,34968894,Francisco,RASCANYA,SANT LLORENS,39.48912039832426,-0.3609257753936856,Entire home/apt,124,3,3,2024-03-03,0.76,3,9,3,VT-53604-V
1065178232791908e3,Increíble apartamento de 5 ROOMS,214440330,Alejandro,ALGIROS,LA VEGA BAIXA,39.4757414,-0.3486497,Entire home/apt,148,5,0,NA,NA,29,26,0,NA
1065194614477832800,Renovado apartamento en Reino de Valencia,214440330,Alejandro,L'EIXAMPLE,LA GRAN VIA,39.4635066,-0.3658985,Entire home/apt,150,5,0,NA,NA,29,16,0,NA
1065208858504433700,Espectacular apartamento 4pax,214440330,Alejandro,ALGIROS,LA VEGA BAIXA,39.47663,-0.34982,Entire home/apt,97,5,0,NA,NA,29,26,0,NA
1065260594291457900,Spacious & Bright FLAT near The Beach,44450805,Sergio,ALGIROS,LA CARRASCA,39.47955791664904,-0.35365082555404087,Entire home/apt,240,1,0,NA,NA,29,16,0,NA
1065684863517843800,Habitacion con cocina y baño,26451768,Anna,POBLATS MARITIMS,BETERO,39.47324,-0.33646,Entire home/apt,65,1,1,2024-06-10,1,4,55,1,NA
1065866886548496500,Charming and Cosy Apartment in City Centre,553155233,Gilles,CIUTAT VELLA,LA XEREA,39.47568235304123,-0.3698332417949875,Entire home/apt,204,3,1,2024-03-22,0.32,1,60,1,NA
1065909447633847200,Apto en el centro de Valencia,375864881,Albert,EXTRAMURS,EL BOTANIC,39.47743,-0.3843,Entire home/apt,69,7,0,NA,NA,2,99,0,NA
1065963343573133400,The nomads tree house in Campanar,555711824,Iñaki,CAMPANAR,SANT PAU,39.480891394756426,-0.40027095247124894,Entire home/apt,155,1,1,2024-03-26,0.34,1,336,1,NA
1066606316810228e3,HOB Las Ciencias Apartments II,425885631,Luis Manuel,CAMINS AL GRAU,PENYA-ROJA,39.46233688302624,-0.3590957592812223,Entire home/apt,100,2,10,2024-06-09,2.54,10,259,10,NA
1066618892957656200,HOB Las Ciencias Terrace III,425885631,Luis Manuel,CAMINS AL GRAU,PENYA-ROJA,39.4625,-0.35903,Entire home/apt,116,3,6,2024-06-15,1.51,10,236,6,NA
1066975153589675300,Heart of City: 3BR/3BA Modern Stay -monthly rental,11080472,Arun,L'EIXAMPLE,RUSSAFA,39.46478,-0.37471,Entire home/apt,150,28,2,2024-05-06,0.55,1,116,2,NA
1067378661118230300,Travel Habitat Cabanyal Loft 1,97229818,Travel Habitat,ALGIROS,L'ILLA PERDUDA,39.46836,-0.33526,Entire home/apt,155,1,0,NA,NA,45,324,0,NA
1067378788799332100,Travel Habitat Cabanyal Loft 2,97229818,Travel Habitat,ALGIROS,L'ILLA PERDUDA,39.46795706067758,-0.33740631619804073,Entire home/apt,154,1,0,NA,NA,45,314,0,NA
1067379067290677100,Travel Habitat Cabanyal Loft 3,97229818,Travel Habitat,ALGIROS,L'ILLA PERDUDA,39.467777229387806,-0.33737415265207077,Entire home/apt,154,1,0,NA,NA,45,301,0,NA
1067572283122088300,Loft África Benimaclet,34968894,Francisco,RASCANYA,SANT LLORENS,39.489130669769914,-0.3609747067093849,Entire home/apt,128,3,4,2024-04-23,0.86,3,0,4,VT-53604-V
1068197031159447700,Modern studio Avenue 2.0,459788850,Tatiana,LA SAIDIA,MARXALENES,39.48858062328084,-0.3857512879386058,Entire home/apt,60,28,2,2024-04-20,0.6,4,172,2,NA
1068226024118567200,Modern Studio Avenue 3.0,459788850,Tatiana,LA SAIDIA,MARXALENES,39.48816552043806,-0.3869075494325105,Entire home/apt,76,28,2,2024-06-05,0.67,4,256,2,NA
1068657088552989400,Estudios Valencia-África,34968894,Francisco,BENIMACLET,CAMI DE VERA,39.48926,-0.3601,Entire home/apt,238,3,1,2024-06-02,1,3,5,1,VT-53604-V
1068704984019537900,Piso reformado en Mestalla - Metro Aragón,18866148,Nicolas,EL PLA DEL REAL,MESTALLA,39.47211803791757,-0.3554205026648411,Entire home/apt,129,6,4,2024-04-01,1.12,2,87,4,NA
